nombre,telefono,mail,web,referentes
Asociación Civil Los Pollitos - Centro CAIF Los Pollitos,4362 5015.,caiflospollitos@hotmail.com,,
Asociación Civil Los Enanitos Verdes - Centro CAIF Los Enanitos Verdes,4723 6726,losenanitosverdes@adinet.com.uy,,
Asociación Civil Los Indiecitos - Centro CAIF Los Indiecitos,4723 1747,indiecitoscaif@adinet.com.uy,,
Asociación Civil Por la Sonrisa de un Niño - Centro CAIF Felices los Niños,4732 2678 |4733 1259,caiffeliceslosninos@hotmail.com,,
Asociación Civil Prado Español,4352 7416,,,
Asociación Civil Patitas,,patitas.net@gmail.com,http://www.facebook.com/pg/protectorapatitasnet,
Asociación Civil Padres Oblatos de María Inmaculada| Misioneros de los Pobres,2311 1672,colegiomisanjose@gmail.com,,
Asociación Civil Pindó Azul,099094695 / 091822557 / 098128516,pindoazul@gmail.com,http://pindoazul.wordpress.com/,José Luis Puigdevall| Andrea Rodríguez| Marco Suarez
Asociación Civil Otras Manos,2908 4020,otrasmanos@hotmail.com,http://otrasmanos.org,Adriana Carbón| presidenta
Asociación Civil Los Horneros de Santa Rosa - Centro CAIF Los Horneros de Santa Rosa,4313 3543,caifloshorneros@adinet.com.uy,,
Asociación Civil por las Familias de Cerro Chato - Centro CAIF por las Familias de Cerro Chato,4466 2464,porlasfamiliasdecerrochato@hotmail.com,,
Asociación Civil Plan Bahia La Paloma,4479 8726,caif-noctilucas@hotmail.com,,
Asociación Civil Padre Alberto Hurtado,2402 0374 | 098 529 324,asociacion@padrehurtado.org.uy,http://padrehurtado.org.uy,Manuelita Mussio| Coordinadora institucional
Asociación Civil Osito Felíz - Centro CAIF Osito Feliz,4560 7493,caifositofeliz@gmail.com,,
Asociación Civil Nos Obligan a Salir - Centro CAIF La Murguita,4472 3080,caiflamurguita@gmail.com,,Fabiana Mangravide| Presidente| Delia Bergounoux| Secretaria
Asociación Civil Nosotros,2318 1821,nous@adinet.com.uy,,Javier Gobbo| Adán Cáceres
Amigos y Padres del Discapacitado de Tacuarembó,4632 6912,apadistatvo@gmail.com,http://www.apadista.com.uy,Alba Iris Núñez de Moraes| Presidenta
Asociación Civil Nuestra Señora de Guadalupe - Club de Niños Los Alfareros,2696 6027,alfareros2007@gmail.com,,
Asociación Civil Ombúes de Lavalle - Centro CAIF Rayitos de Sol,4576 3036 | 098101609,rayitosdesol@montevideo.com.uy,,
Amigos de los Discapacitados de Rivera,4623 2060,adisrivera2009@hotmail.com,http://adisrivera.blogspot.com,Gulman Zamit| Directora| Rubines Zamit| Coordinadora
Asociación Civil Los Conejitos - Centro CAIF Los Picapiedras,4366 2033,caifblanquillo@hotmail.com,,
Asociación Civil Raices Charrúas,4376 3001 | 4376 9115,caif.mitai@gmail.com,,Mary Correa| Presidenta| Estela Chury| Vicepresidenta| Mario Fuentes
Amnistía Internacional Uruguay,29038050,oficina@amnistia.org.uy,http://www.amnistia.org.uy,Fiorela Gago - Presidenta| Lucia Perez - Directora  Ejecutiva Interina -
Asociación Civil Rayito de Luz,4342 9138,rayitodeluzhogar@gmail.com,,Cecilia Cortalezzi| Sonia Santana| María Innés Camy
Asociación Civil Proyecto Socio Educativo Tierra Nueva - Centro CAIF Tierra Nueva,22158353 095357930,equipo11-2010@hotmail.com,,
Asociación Civil Quebrada del Yerbal,91217488,letich163@hotmail.com,,Leticia González| Alejandro Corchs
Asociación Civil Pro-Bienestar Social de la Tercera Edad,4575 2145 | 4575 2509 | 4575 2509 (fax),,,
American Field Service Uruguay,linea gratuita 000 405 210 068 |,asesores@afs.org,http://www.afs.org.uy,Ignacio Larrarte : Administración: ignacio.larrarte@afs.org| Juan Medici - Director Ejecutivo
Asociación Civil PROVIA,4533 0666,caifcerro.i@gmail.com,,Cristina Maneiro| Coordinadora
Asociación Civil Santa Clara de Olimar - Centro CAIF El Caminito,4464 5262 | 098058524,caifelcaminito@hotmail.com,,
Asociación Civil Sala Pbro Luis Bettini - Sala Bettini,099453810 | 098058788,salabettini@gmail.com,,Francisco Camejo - Presidente| Graciela Blanco - Tesorera| Liliana Abreu - Secretaria
Asociación Civil Sembrar - Centro CAIF Los Molles,46326314,caiflosmolles2009@hotmail.com,,
Asociación Civil Ser Libre,2900 1876 | 099910858,serlibre@serlibre.org.uy,http://serlibre.org.uy,Ismael Piñero| Director de Equipo Técnico| Mario Blanco| Presidente| Guillermo Castro| Director Médico
Asociación Civil Rumbos Dr. Mario Montoro Guarch - Asociación Uruguaya de Suicidología,2613 5711 | 094020011,inforumbos@adinet.com.uy,http://asociacionrumbos.blogia.com,Claudia Vázquez| Daniela Martínez| Mariela Alsina. (trabajo con niños)
Asociación Civil Trazos,,,http://www.facebook.com/Asociación-Civil-Trazos-329834847129759/timeline,
Asociación Civil Sagrado Corazón de Pando - Centro CAIF Sagrado Corazón,2292 1354 | 2292 5155,caifscpando@adinet.com.uy,,Hna. Araceli
Asociación Civil Sundberg,2601 4899,asociacionsundberg@adinet.com.uy,,"Blanca Gigirey| Maestra Directora| Josefina Belén Giacosa| psicologa"""
Asociación Civil San Antonio - Centro CAIF San Antonio,4730 2376,caifsanantonio@hotmail.com,,Sandra Tankovich
Asociación Civil Rayito de Sol - Centro CAIF Corazón,4562 7689,caifcorazon@hotmail.com,,
Asociación Civil Sonrisitas - Centro CAIF Sonrisitas y Pintando Soles,4722 9840,sonrisitaspdu@adinet.com.uy,,
Asociación Civil Vida Nueva Bella Unión,098 638 403,sistemmultimedioscalidaddevida@gmail.com,http://www.ascivilvidanuevabellaunion.simplesite.com,Hugo Gaspar Hackenbruch| Presidente Comisión Directiva| Marlene García Gonçalvez| Presidente Comisión Fiscal| Darío Alejandro Ferreira| Secretario
Asociación Civil Renacer -Centro CAIF Renacer I,46235846 | 46233441,caifrenacer1cerrodelestado@hotmail.com,,Tania Vargas| Presidenta
Asociación Civil Valodia,4569 2415,,,
Asociación Civil Uruguaya para la Protección de los Obtentores Vegetales,2929 1565,info@urupov.org.uy,http://www.urupov.org.uy,Marcelo Banchero| Presidente| Jorge Erro| secretario| Winston Davies| vicepresidente
Asociación Civil Trafogueros - Centro CAIF Llamarada,4374 0026,trafogueros@adinet.com.uy,,
Asociación Civil Olimpicos de Shangai,2513 3052 | 2514 5820 | 2514-5820,,,Luz Berta Lazaga Maritan| Presidenta
Asociación Civil SOMOS,0800 8110 | 2408 9000,somosong@gmail.com,,Alvaro Capano| Codirector| Ayrel Pacheco| Codirectora
Asociación Civil y Cultural Casa de los Inmigrantes César Vallejo,2916 4969 | 2915 8477,accicev@gmail.com,http://accicev.org,Carlos Valderrama| Director
Asociación Civil Sol y Luna,2215 2674,institutosolyluna@gmail.com,,Dulia Ramírez
Asociación Civil Uniendo Generaciones - Centro CAIF Uniendo Generaciones,4643 1932,caifuniendogeneraciones@hotmail.com,,
Asociación Civil Solidaridad,2366 0329,gestionhumana@solidaridad.org.uy,http://www.solidaridad.org.uy,Ana María Robinson| Presidenta| Julio Vallarino| Dirección Técnica Educativa
Asociación Civil Villa Ansina - Centro CAIF Villa Ansina,4630 9763,caifansina@hotmail.com,,Bella Piñeyro
Asociación Civil Signo,2914 6191,signocomunitaria@gmail.com,http://www.signo.org.uy,Natalia Rebetez| Directora ejecutiva
Asociación Civil Tres Barrios - Centro CAIF Nuestra Señora de las Mercedes,4675 6120,nsdelasmercedes@hotmail.com,,
Asociación Coleccionistas de Literatura Omnibusera,093 400 990,acloinstitucion@gmail.com,http://www.facebook.com/pg/grupoACLO -  grupoaclo.blogspot.com/,Nicolas Ruiz Diaz Grabovksy| Presidente| Italo Sorrenti Saracho| Vice Presidente| Arturo Roman Aguerre| Secretario
Asociación Comercial e Industrial de Colonia,4522 5604 | 4522 2782,ascomcol@adinet.com.uy,,Alejandro Perrachón| Presidente| Juan Carlos Sarti| Vice-presidente| Carlos Pérez| Secretario
Asociación Comercial e Industrial,4562 2480 | 4562 8436,acirnfb@hotmail.com,,Leopoldo Cayrús| Presidente| Nelson Rosas| Vicepresidente| Walter Socias| Secretario
Asociación Cristiana de Jóvenes - Área de Desarrollo Humano,2410 1078,adhu@acj-ymca.org,http://acj.edu.uy/adhu/index.php,Sergio Reyes| Coordinador General
Asociación Comercial e Industrial de Canelones,4332 2521 | Fax: 4332 6964,acic@internet.com.uy,,Presidente: Alfredo Pérez;| Vicepresidente: José Fiorentín| Secretario: Ernesto Lanz
Asociación Comercial e Industrial de Río Negro,4562 2480 | 4562 8436,acirnfb@hotmail.com,,Leopoldo Cayrus| Presidente| Nelson Rosas|Vicepresidente| Walter Socias| Secretario
Asociación Comercial del Uruguay,2917 0890,asociacioncomercialdeluruguay@gmail.com,,Carlos Angenscheidt| Presidente| Antonio Astraldi| Vicepresidente| Nelly Silva| Secretaria
Asociación Coordinadora Reivindicadora del Impedidos de Artigas,4772 7977,acrida.artigas@adinet.com.uy,,Máximo Bazeiro| Tesorero| Ana María Gimenez| Presidenta
Asociación Comunidad Valenciana de Montevideo,094 442892 | 2408 5943,valencia@vera.com.uy,http://www.valenciauruguay.org.uy,Sandra Dotta| Presidenta
Asociación Coral del Uruguay,094558459 | 099666104,acordelur@acordelur.org.uy,http://www.acordelur.org.uy,RAUL MONTORO - PRESIDENTE| MARYSEL CARABALLO - SECRETARIA
Asociación Cultural Dámaso Antonio Larrañaga,2336 0836,economo@ucu.edu.uy,,Padre Marcelo Copetti| Presidente| Padre Francisco Arrondo| Lucía Viola| Administradora
Asociación Cristiana de Dirigentes de Empresa,2408 5176 | 2401 2113,acde@acde.org.uy,http://www.acde.org.uy,Guillermo Garrone| Presidente| Enrique López Castilla| Secretario
Asociación Conservacionista Uruguaya de Ornitología,2508 6498 - 2409 7341- 094 196 898,acuo@adinet.com.uy,http://www.facebook.com/pages/category/Non-Governmental-Organization--NGO-/ACUO-AVES-EN-URUGUAY-480706345547/,
Asociación Cristiana de Jóvenes - Salto,4733 8461 | 094150121,acjsalto@gmail.com,http://www.acj-salto.org,Carlos Calisto| Director Ejecutivo| Nilo La greca| Presidente del Directorio| Juan C. Barrachina| Secretaria del Directorio
Asociación Cultural Cuareim 1080,094 458642,cuareim_1080@hotmail.com,http://www.cuareim1080.com.uy,Mathías Silva
Asociación de Administradores de Propiedades Inmuebles,2929 1445,adapi@adinet.com.uy,http://www.adapi.com.uy,Diego Braglia| Presidente| Maria Lisa Decia| Vicepresidenta| Daniel Lacues| Secretario
Asociación Civil Zanja Honda - Centro CAIF Mundo Ternura,4777 2256,zanjahonda.asociacioncivil@gmail.com,,
Asociación de Abuelos de Juanicó La Amistad,4335 9776,abu2016jua@hotmail.com,,Ruben Luquez| Presidente| Mónica Malvarez| Gustavo González
Asociación Cultural y Técnica,2902 6703 | 2903 1197,acyt@adinet.com.uy,http://www.act.org.uy,María Elena Ramos Inthamoussu| presidente| Eloísa Mérola Introzzi| secretaria| Álvaro Lecueder Cardeillac| tesorero
Asociación de Actuarios Judiciales del Uruguay,2401 7844,adaju@adinet.com.uy,http://www.adaju.com.uy,Luis Maquieira|  Presidente| Peggy Maich| Secretaria
Asociación Cultural y Social Uruguaya de Ciegos,2209 4765,acsuc@hotmail.com,http://www.facebook.com/acsuc.uruguay,Martha Gallardo - Presidenta (2019-2020)| Stella Mari Silva - Vicepresidenta (2019-2020)
Asociación Cristo Salvador Pro Bienestar del Anciano,4570 6103,hogarcristosalvador@adinet.com.uy,,Eduardo Villegas| Presidente| Carlos Foderé| Vicepresidente| Sandra González| Tesorera
Asociación Cristiana de Jóvenes,2400 1116,direcciongeneral@acj-ymca.org,http://www.acj-ymca.org,Jesús Ithurralde| Director General ACJ de Montevideo| Adrian Alvarez| Director Ejecutivo Unidad Centro
Asociación Comercial e Industrial de Rívera,4622 3370,acirrivera@gmail.com,,Julio Paillex| Presidente| Pedro Barreto| Vicepresidente| Andrea Ichazo| Secretaria
Asociación Cultural y Social Uruguay Negro,,acsuncul@gmail.com,http://acsunuruguaynegro.blogspot.com | Facebook ACSUNURUGUAYNEGRO,Javier Diaz| Directivo
Asociación de Agrimensores del Uruguay,2915 9373,asoagrim@adinet.com.uy,http://www.agrimensores.org.uy,José Damasco| presidente| Mercedes Barrios| vicepresidente| Leonardo Dematteis| Secretario
Asociación Cultural Virgen Niña - Centro CAIF Virgen Niña,2359 4922,caifvn@gmail.com,http://vnmontevideo@gmail.com,
Asociación Cristiana Femenina de Montevideo,2901 0434,acfurug@hotmail.com,,Adriana Salgado| Presidenta
Asociación de Agentes de Quinielas del Interior,2924 9021,asoc.agentesinterior@gmail.com,,Álvaro Fernando Pasó Martínez| Presidente| Martín José Mendizábal Saffores| Vicepresidente| Verónica Helena Leicht Bernardi| Secretario
Asociación de Aficcionados a la Astronomía,2622 1531 (en días y horarios de reunión),administracion@aaa.org.uy,http://www.aaa.org.uy,Carlos A. Cladera| Presidente| Miguel Recinky| Vicepresidente
Asociación Cultural Israelita Dr. Jaime Zhitlovsky,2410 33 46,secretaria@zhitlvosky.org.uy,http://zhitlovsky.org.uy,Eduardo Beder| Ruben Perecmanas
Asociación de Afiliados de la Caja de Jubilaciones y Pensiones de Profesionales Universitarios,2901 8850,acjpu2@gmail.com,http://www.aacjpu.com,Robert Long - Presidente| Carlos Malcuori - Secretario
Asociación de Apoyo al Implantado Coclear,2481 3558,adaic@montevideo.com.uy,http://www.facebook.com/ADAICURUGUAY/,Andrés Steiner| Carlos Nelson| Raúl Méndez
Asociación de Agentes Inmobiliarios del Uruguay,2626 0136,secretaria@adiu.com.uy,http://adiu.uy,Sylvia Arcidíaco| Presidenta| Carmen Morales| Vicepresidente| Nelson Alonso| Secretario
Asociación Cultural de Toledo - Radio Artigas FM,2296 6710 | 2296 6720,radioartigas@hotmail.com,http://radioartigasfm.com,
Asociación de Adultos Mayores de Colonia Valdense,4558 8891,,,
Asociación de Amigos y Amigas del Museo de la Memoria,2355 58 91,amigosmume@gmail.com,http://amigosmume.org/uy/,Luis Caballero| Presidente| Malena Laucero| Secretaria| Luz Labat
Asociación de Apoyo al Discapacitado Visual,4723 5510,asadivi@gmail.com,,Walter Álvarez| Presidente| Enrique Chinazo| Vicepresidente| Vera Macci| Secretaria
Asociación de Amigos del Patrimonio y la Tradición de Tomás Gomensoro,4777 2095 | 091213407,,,María Feris| Presidenta| Elizabeth Jacques| Secretaria
Asociación de Amigos del Museo Blanes,2336 7134 int. 108 | 098 688727,asociacionamigosmuseoblanes@gmail.com,,Rocío García| Tiendita del Museo
Asociación de Amigos de la Educación y el Desarrollo,4313 9476 | 096933799,equipotiti@gmail.com,,Carmen Roca| Presidenta| Natalia Sanchez| Coordinadora
Asociación de Ciegos de Salto,4372 5066,acisasalto@hotmail.com,,José Luis Sica| Presidente
Asociación de Asistencia Social - Centro CAIF Obra Social Mandubí,4622 5318 | 4622 2028,,,
Asociación de Bibliotecólogos del Uruguay,2409 9989,abu@adinet.com.uy,http://www.abu.net.uy,Víctor Aguirre Negro| Presidente| Manuela Collazo| Secretaria| Amparo de los Santos
Asociación de Amigos del Museo de las Migraciones (MUMI),1950 1777 | 29165316,amigosdelmumi@gmail.com,http://www.facebook.com/pg/Asociaci%C3%B3n-de-Amigos-del-Museo-de-las-Migraciones-1607602482887783/about/?ref=page_internal,Javier Etchemendi| Presidente| Bruno Trípodi| Vicepresidente| Lía Pérez| Secretaria
Asociación de Despachantes de Aduana del Uruguay,2916 5612,adau@mail.adau.com.uy,http://www.adau.com.uy,Gerardo Washington Ramis Artola| Presidente| Diego Díaz Coll| Vicepresidente| Gabriel Celiá Trapanese| Tesorero
Asociación de Descendientes de la Nación Charrúa,092 020 668,adench@vera.com.uy,http://www.facebook.com/adench.uruguay/,Gerardo Sosa| Enrique Auyanet
Asociación de Bancarios del Uruguay,2916 1060| 2916 1063,aebugremial@aebu.org.uy,http://www.aebu.org.uy,Elbio Monegal| Presidente| Fernando Gambera| Secretario General
Asociación Cultural Uruguay Armenia,2408 4425,arakeliangarabed3@gmail.com,,Garabed Arakelian - Presidente| Daniel Karamanoukian - Secretaro
Asociación de críticos teatrales del Uruguay,2408 8390,prensactu@gmail.com,http://www.facebook.com/actuuy/,María Rosa Carbajal| Presidente| Gloria Levy| Secretaria| Myriam Caprile| Vicepresidenta
Asociación de Apoyo al Discapacitado de Canelones,4332 3093,,,Mariela Alarcón| Presidenta| Patricia Castro| Secretaria| Marta Rebellato| Tesorera
Asociación de Cultivadores de Arroz,2901 7241,aca@aca.com.uy,http://www.aca.com.uy,Alfredo Lago| Presidente| Rafael Bottaro| Vicepresidente| Juan Silva| Secretaria General
Asociación de Damas Salesianas - Centro María Teresa - CAIF rincón del sol,23228517 091681156,dsalesianasuy@gmail.com,http://www.salesianosuruguay.org/web/familia-salesiana/damas.php,Sigrid Eisenhardt| Presidenta
Asociación de Concesionarios de Marcas de Automotores,2408 1545- 2408 1609 - 099 556614,secretaria@ascoma.com.uy,http://www.ascoma.com.uy,Ricardo Arotxarena| Presidente
Asociación de Danza del Uruguay,,addudirectiva@gmail.com,http://www.facebook.com/addu.asocdanzauruguay,Laura González| Secretaria de ADDU
Asociación de Asperger Uruguay,2628 3733 | 091633145 | 097275155,mreneerey@gmail.com,,Mariela Rey de Carro| Presidenta
Asociación de Conductores Uruguayos de Aplicaciones,097 959 584,infoacua.uy@gmail.com,http://www.facebook.com/infoAcua/,
Asociación de Consignatarios de Ganado,2908 32 38 - 098 017 627,acg@acg.com.uy,http://www.acg.com.uy,José Pedro Aicardi| Presidente| Diego Arrospidee| Vicepresidente| Ignacio Trigo| Secretario
Asociación de Discapacitados de Barros Blancos,93901439,adbb2008@adinet.com.uy,http://www.facebook.com/pages/Asociacion-Discapacitados-de-Barros-Blancos-Uruguay,Myriam Juarez| Presidenta| Luis Mesa| Secretario
Asociación de Diabéticos de Young,4562 2009 | 4562 2260,,,Felipe Vairo| Ema Grau de Tolstoy
Asociación de Asistentes Sociales del Uruguay,2408 5182,adasu@adinet.com.uy,http://www.adasu.org,Rosario Vilas| Presidenta| Mariela Carrancio | Secretaria
Asociación de Ayuda al Sero Positivo,2408 0680,asociacionasepo@gmail.com,http://asepo.org.uy,Celso Saredo
Asociación de Empleados de Estadística y Censo,150 intero 1301,aseec@ine.gub.uy,http://sindicatoaseec.blogspot.com/,Patricia Barot| Presidenta| Alicia Portela| Nicolás Sanchez
Asociación de Diabéticos del Uruguay,2901 6214,contactos@adu.org.uy,http://www.adu.org.uy,Mario Jubín| presidente| Sara Costas| Visepresidenta| Walter Grignetti| secretario
Asociación de Empleados de Monte Carlo Televisión,2924 4444,ademt.tv@gmail.com,http://ademt.com.uy | www.facebook.com/ademt.ademt,Antonio Licerán| Presidente| Fernando Gutuche| Vicepresidente| Carlos Biraben| Secretario
Asociación de Docentes Jubilados de Rivera,4622 7529 | 4622 3076 | 4623 9679 (Pte.),,http://docentesjubiladosrivera.blogspot.com,
